datetime_gmt,generation_mw,lcl_mw,ucl_mw,installedcapacity_mwp,capacity_mwp
2024-04-18T15:30:00Z,3508.04,3380.27,3635.81,16445.201,15430.445
2024-04-18T15:00:00Z,4253.15,4117.64,4388.65,16445.201,15430.445
2024-04-18T14:30:00Z,4993.39,4847.18,5139.59,16445.201,15430.446
2024-04-18T14:00:00Z,5664.35,5508.08,5820.61,16445.201,15430.446
2024-04-18T13:30:00Z,6227.09,6061.42,6392.76,16445.201,15430.446
2024-04-18T13:00:00Z,6765.65,6593.96,6937.34,16445.201,15430.446
2024-04-18T12:30:00Z,7274.14,7099.43,7448.84,16445.201,15430.446
2024-04-18T12:00:00Z,7665.82,7490.59,7841.05,16445.201,15430.446
2024-04-18T11:30:00Z,7805.18,7627.62,7982.74,16445.201,15430.446
2024-04-18T11:00:00Z,7734.12,7564.37,7903.88,16445.201,15430.446
2024-04-18T10:30:00Z,7351.41,7188.81,7514.01,16445.201,15430.446
2024-04-18T10:00:00Z,6878.72,6713.66,7043.79,16445.201,15430.446
2024-04-18T09:30:00Z,6333.04,6177.63,6488.45,16445.201,15430.446
2024-04-18T09:00:00Z,5809,5651.81,5966.19,16445.201,15430.446
2024-04-18T08:30:00Z,4949.04,4801.53,5096.56,16445.201,15430.446
2024-04-18T08:00:00Z,4131.74,3995.97,4267.52,16445.201,15430.446
2024-04-18T07:30:00Z,3047.79,2927.47,3168.1,16445.201,15430.446
2024-04-18T07:00:00Z,2071.82,1977.77,2165.87,16445.201,15430.446
2024-04-18T06:30:00Z,1246.89,1183.35,1310.43,16445.201,15430.446
2024-04-18T06:00:00Z,521.314,491.027,551.602,16445.201,15430.447
2024-04-18T05:30:00Z,44.104,40.5643,47.6438,16445.201,15430.447
2024-04-18T05:00:00Z,0,0,0,16445.201,15430.447
2024-04-18T04:30:00Z,0,0,0,16445.201,15430.447
2024-04-18T04:00:00Z,0,0,0,16445.201,15430.447
2024-04-18T03:30:00Z,0,0,0,16445.201,15430.447
2024-04-18T03:00:00Z,0,0,0,16445.201,15430.447
2024-04-18T02:30:00Z,0,0,0,16445.201,15430.447
2024-04-18T02:00:00Z,0,0,0,16445.201,15430.447
2024-04-18T01:30:00Z,0,0,0,16445.201,15430.447
2024-04-18T01:00:00Z,0,0,0,16445.201,15430.447
2024-04-18T00:30:00Z,0,0,0,16445.201,15430.447
2024-04-18T00:00:00Z,0,0,0,16445.201,15430.447
2024-04-17T23:30:00Z,0,0,0,16445.201,15430.805
2024-04-17T23:00:00Z,0,0,0,16445.201,15430.805
2024-04-17T22:30:00Z,0,0,0,16445.201,15430.805
2024-04-17T22:00:00Z,0,0,0,16445.201,15430.805
2024-04-17T21:30:00Z,0,0,0,16445.201,15430.805
2024-04-17T21:00:00Z,0,0,0,16445.201,15430.805
2024-04-17T20:30:00Z,0,0,0,16445.201,15430.805
2024-04-17T20:00:00Z,0,0,0,16445.201,15430.805
2024-04-17T19:30:00Z,0.0812799,0.0680233,0.0945365,16445.201,15430.805
2024-04-17T19:00:00Z,114.227,111.763,116.691,16445.201,15430.805
2024-04-17T18:30:00Z,554.085,543.546,564.624,16445.201,15430.805
2024-04-17T18:00:00Z,1279.84,1257.94,1301.75,16445.201,15430.805
2024-04-17T17:30:00Z,1892.1,1863.39,1920.8,16445.201,15430.805
2024-04-17T17:00:00Z,2430.47,2395.74,2465.19,16445.201,15430.805
2024-04-17T16:30:00Z,3462.74,3423.91,3501.57,16445.201,15430.805
2024-04-17T16:00:00Z,4170.79,4130.17,4211.41,16445.201,15430.806
2024-04-17T15:30:00Z,4385.84,4344.16,4427.52,16445.201,15430.806
2024-04-17T15:00:00Z,4555.01,4508.04,4601.98,16445.201,15430.806
2024-04-17T14:30:00Z,5761.79,5715.92,5807.65,16445.201,15430.806
2024-04-17T14:00:00Z,6672.39,6625.98,6718.8,16445.201,15430.806
2024-04-17T13:30:00Z,6955.8,6909.22,7002.37,16445.201,15430.806
2024-04-17T13:00:00Z,7449.86,7407.45,7492.27,16445.201,15430.806
2024-04-17T12:30:00Z,7391.76,7349.55,7433.96,16445.201,15430.806
2024-04-17T12:00:00Z,7521.08,7478.01,7564.16,16445.201,15430.806
2024-04-17T11:30:00Z,7779.01,7734.98,7823.04,16445.201,15430.806
2024-04-17T11:00:00Z,7651.32,7608.51,7694.13,16445.201,15430.806
2024-04-17T10:30:00Z,7489.96,7442.66,7537.25,16445.201,15430.806
2024-04-17T10:00:00Z,7095.38,7047.18,7143.58,16445.201,15430.806
2024-04-17T09:30:00Z,6527.73,6479.16,6576.29,16445.201,15430.806
2024-04-17T09:00:00Z,5537.41,5489.56,5585.27,16445.201,15430.806
2024-04-17T08:30:00Z,4948.47,4899.58,4997.35,16445.201,15430.806
2024-04-17T08:00:00Z,4027.67,3981.17,4074.18,16445.201,15430.806
2024-04-17T07:30:00Z,3135.99,3093.54,3178.44,16445.201,15430.807
2024-04-17T07:00:00Z,2225.33,2191.16,2259.5,16445.201,15430.807
2024-04-17T06:30:00Z,1233.58,1211.91,1255.24,16445.201,15430.807
2024-04-17T06:00:00Z,419.443,411.064,427.822,16445.201,15430.807
2024-04-17T05:30:00Z,30.5564,29.6528,31.4599,16445.201,15430.807
2024-04-17T05:00:00Z,0,0,0,16445.201,15430.807
2024-04-17T04:30:00Z,0,0,0,16445.201,15430.807
2024-04-17T04:00:00Z,0,0,0,16445.201,15430.807
2024-04-17T03:30:00Z,0,0,0,16445.201,15430.807
2024-04-17T03:00:00Z,0,0,0,16445.201,15430.807
2024-04-17T02:30:00Z,0,0,0,16445.201,15430.807
2024-04-17T02:00:00Z,0,0,0,16445.201,15430.807
2024-04-17T01:30:00Z,0,0,0,16445.201,15430.807
2024-04-17T01:00:00Z,0,0,0,16445.201,15430.807
2024-04-17T00:30:00Z,0,0,0,16445.201,15430.807
2024-04-17T00:00:00Z,0,0,0,16445.201,15430.807
2024-04-16T23:30:00Z,0,0,0,16445.201,15431.165
2024-04-16T23:00:00Z,0,0,0,16445.201,15431.165
2024-04-16T22:30:00Z,0,0,0,16445.201,15431.165
2024-04-16T22:00:00Z,0,0,0,16445.201,15431.165
2024-04-16T21:30:00Z,0,0,0,16445.201,15431.165
2024-04-16T21:00:00Z,0,0,0,16445.201,15431.165
2024-04-16T20:30:00Z,0,0,0,16445.201,15431.165
2024-04-16T20:00:00Z,0,0,0,16445.201,15431.165
2024-04-16T19:30:00Z,0.00524837,0.00414054,0.00635619,16445.201,15431.165
2024-04-16T19:00:00Z,101.036,98.6276,103.445,16445.201,15431.165
2024-04-16T18:30:00Z,545.82,534.419,557.221,16445.201,15431.165
2024-04-16T18:00:00Z,1215.57,1191.15,1240,16445.201,15431.165
2024-04-16T17:30:00Z,2124.71,2089.83,2159.58,16445.201,15431.166
2024-04-16T17:00:00Z,3217.16,3172.66,3261.66,16445.201,15431.166
2024-04-16T16:30:00Z,3934.25,3886.4,3982.11,16445.201,15431.166
2024-04-16T16:00:00Z,4884.32,4835.03,4933.61,16445.201,15431.166
2024-04-16T15:30:00Z,5539.16,5487.92,5590.39,16445.201,15431.166
2024-04-16T15:00:00Z,6430.21,6378.92,6481.49,16445.201,15431.166
2024-04-16T14:30:00Z,7178.66,7126.38,7230.94,16445.201,15431.166
2024-04-16T14:00:00Z,7037.49,6982.9,7092.07,16445.201,15431.166
2024-04-16T13:30:00Z,6695.98,6639.8,6752.16,16445.201,15431.166
2024-04-16T13:00:00Z,7463.65,7410.72,7516.57,16445.201,15431.166
2024-04-16T12:30:00Z,7408.08,7354.53,7461.63,16445.201,15431.166
2024-04-16T12:00:00Z,6861.2,6806.82,6915.59,16445.201,15431.166
2024-04-16T11:30:00Z,6686.41,6634.59,6738.23,16445.201,15431.166
2024-04-16T11:00:00Z,6228.86,6180.14,6277.58,16445.201,15431.166
2024-04-16T10:30:00Z,5838.76,5792.9,5884.63,16445.201,15431.166
2024-04-16T10:00:00Z,5296.63,5252.15,5341.12,16445.201,15431.166
2024-04-16T09:30:00Z,5098.37,5057.32,5139.42,16445.201,15431.166
2024-04-16T09:00:00Z,4335.86,4297.65,4374.07,16445.201,15431.167
2024-04-16T08:30:00Z,3864.77,3828.12,3901.42,16445.201,15431.167
2024-04-16T08:00:00Z,2935.01,2901.14,2968.88,16445.201,15431.167
2024-04-16T07:30:00Z,2010.24,1984.79,2035.68,16445.201,15431.167
2024-04-16T07:00:00Z,1430.5,1411.48,1449.51,16445.201,15431.167
2024-04-16T06:30:00Z,818.216,805.899,830.533,16445.201,15431.167
2024-04-16T06:00:00Z,281.105,275.938,286.271,16445.201,15431.167
2024-04-16T05:30:00Z,19.6487,18.9771,20.3202,16445.201,15431.167
2024-04-16T05:00:00Z,0,0,0,16445.201,15431.167
2024-04-16T04:30:00Z,0,0,0,16445.201,15431.167
2024-04-16T04:00:00Z,0,0,0,16445.201,15431.167
2024-04-16T03:30:00Z,0,0,0,16445.201,15431.167
2024-04-16T03:00:00Z,0,0,0,16445.201,15431.167
2024-04-16T02:30:00Z,0,0,0,16445.201,15431.167
2024-04-16T02:00:00Z,0,0,0,16445.201,15431.167
2024-04-16T01:30:00Z,0,0,0,16445.201,15431.167
2024-04-16T01:00:00Z,0,0,0,16445.201,15431.167
2024-04-16T00:30:00Z,0,0,0,16445.201,15431.168
2024-04-16T00:00:00Z,0,0,0,16445.201,15431.168
2024-04-15T23:30:00Z,0,0,0,16445.201,15431.525
2024-04-15T23:00:00Z,0,0,0,16445.201,15431.525
2024-04-15T22:30:00Z,0,0,0,16445.201,15431.525
2024-04-15T22:00:00Z,0,0,0,16445.201,15431.525
2024-04-15T21:30:00Z,0,0,0,16445.201,15431.525
2024-04-15T21:00:00Z,0,0,0,16445.201,15431.525
2024-04-15T20:30:00Z,0,0,0,16445.201,15431.525
2024-04-15T20:00:00Z,0,0,0,16445.201,15431.525
2024-04-15T19:30:00Z,0.00169959,0.00130825,0.00209094,16445.201,15431.526
2024-04-15T19:00:00Z,105.063,102.975,107.15,16445.201,15431.526
2024-04-15T18:30:00Z,550.823,540.84,560.806,16445.201,15431.526
2024-04-15T18:00:00Z,1356.29,1332.61,1379.97,16445.201,15431.526
2024-04-15T17:30:00Z,1932.43,1906.87,1957.98,16445.201,15431.526
2024-04-15T17:00:00Z,3087.71,3051.7,3123.72,16445.201,15431.526
2024-04-15T16:30:00Z,3888.79,3843.67,3933.92,16445.201,15431.526
2024-04-15T16:00:00Z,4873.24,4827.79,4918.69,16445.201,15431.526
2024-04-15T15:30:00Z,5873.78,5826.12,5921.44,16445.201,15431.526
2024-04-15T15:00:00Z,6800.78,6754.69,6846.88,16445.201,15431.526
2024-04-15T14:30:00Z,7380.74,7332.29,7429.19,16445.201,15431.526
2024-04-15T14:00:00Z,7930.6,7881.19,7980.01,16445.201,15431.526
2024-04-15T13:30:00Z,8249.08,8198.93,8299.22,16445.201,15431.526
2024-04-15T13:00:00Z,8581.69,8530.34,8633.04,16445.201,15431.526
2024-04-15T12:30:00Z,8642.14,8594.17,8690.11,16445.201,15431.526
2024-04-15T12:00:00Z,8482.1,8434.22,8529.99,16445.201,15431.526
2024-04-15T11:30:00Z,8451.88,8404.55,8499.2,16445.201,15431.526
2024-04-15T11:00:00Z,7322.23,7268.68,7375.77,16445.201,15431.527
2024-04-15T10:30:00Z,7034.85,6984.38,7085.31,16445.201,15431.527
2024-04-15T10:00:00Z,6058.77,6006.97,6110.56,16445.201,15431.527
2024-04-15T09:30:00Z,5012.18,4958.14,5066.21,16445.201,15431.527
2024-04-15T09:00:00Z,3600.32,3555.44,3645.2,16445.201,15431.527
2024-04-15T08:30:00Z,2285.74,2256.11,2315.38,16445.201,15431.527
2024-04-15T08:00:00Z,1804.23,1780.44,1828.02,16445.201,15431.527
2024-04-15T07:30:00Z,1261.15,1243.97,1278.34,16445.201,15431.527
2024-04-15T07:00:00Z,842.492,830.349,854.635,16445.201,15431.527
2024-04-15T06:30:00Z,471.044,463.328,478.761,16445.201,15431.527
2024-04-15T06:00:00Z,92.2162,89.9704,94.462,16445.201,15431.527
2024-04-15T05:30:00Z,1.18758,1.0967,1.27846,16445.201,15431.527
2024-04-15T05:00:00Z,0,0,0,16445.201,15431.527
2024-04-15T04:30:00Z,0,0,0,16445.201,15431.527
2024-04-15T04:00:00Z,0,0,0,16445.201,15431.527
2024-04-15T03:30:00Z,0,0,0,16445.201,15431.527
2024-04-15T03:00:00Z,0,0,0,16445.201,15431.527
2024-04-15T02:30:00Z,0,0,0,16445.201,15431.528
2024-04-15T02:00:00Z,0,0,0,16445.201,15431.528
2024-04-15T01:30:00Z,0,0,0,16445.201,15431.528
2024-04-15T01:00:00Z,0,0,0,16445.201,15431.528
2024-04-15T00:30:00Z,0,0,0,16445.201,15431.528
2024-04-15T00:00:00Z,0,0,0,16445.201,15431.528
2024-04-14T23:30:00Z,0,0,0,16445.201,15431.885
2024-04-14T23:00:00Z,0,0,0,16445.201,15431.885
2024-04-14T22:30:00Z,0,0,0,16445.201,15431.885
2024-04-14T22:00:00Z,0,0,0,16445.201,15431.885
2024-04-14T21:30:00Z,0,0,0,16445.201,15431.885
2024-04-14T21:00:00Z,0,0,0,16445.201,15431.886
2024-04-14T20:30:00Z,0,0,0,16445.201,15431.886
2024-04-14T20:00:00Z,0,0,0,16445.201,15431.886
2024-04-14T19:30:00Z,0.000824531,0.000641307,0.00100776,16445.201,15431.886
2024-04-14T19:00:00Z,84.8926,83.2159,86.5693,16445.201,15431.886
2024-04-14T18:30:00Z,429.688,424.124,435.253,16445.201,15431.886
2024-04-14T18:00:00Z,888.023,878.165,897.88,16445.201,15431.886
2024-04-14T17:30:00Z,1328.42,1315.89,1340.96,16445.201,15431.886
2024-04-14T17:00:00Z,2042.16,2024.18,2060.14,16445.201,15431.886
2024-04-14T16:30:00Z,2673.38,2650.07,2696.69,16445.201,15431.886
2024-04-14T16:00:00Z,3395.57,3371.29,3419.85,16445.201,15431.886
2024-04-14T15:30:00Z,4141.01,4109.96,4172.07,16445.201,15431.886
2024-04-14T15:00:00Z,5461.1,5422.82,5499.39,16445.201,15431.886
2024-04-14T14:30:00Z,5971.62,5930.58,6012.66,16445.201,15431.886
2024-04-14T14:00:00Z,6399.76,6359.32,6440.21,16445.201,15431.886
2024-04-14T13:30:00Z,6976.42,6935.59,7017.26,16445.201,15431.886
2024-04-14T13:00:00Z,7890.52,7846.75,7934.3,16445.201,15431.886
2024-04-14T12:30:00Z,8238.98,8194.33,8283.63,16445.201,15431.887
2024-04-14T12:00:00Z,8230.26,8184.86,8275.67,16445.201,15431.887
2024-04-14T11:30:00Z,8374.23,8328.57,8419.89,16445.201,15431.887
2024-04-14T11:00:00Z,8127.47,8080.81,8174.12,16445.201,15431.887
2024-04-14T10:30:00Z,7941.88,7895.75,7988,16445.201,15431.887
2024-04-14T10:00:00Z,7376.58,7329.2,7423.96,16445.201,15431.887
2024-04-14T09:30:00Z,6745.64,6695.09,6796.2,16445.201,15431.887
2024-04-14T09:00:00Z,5991.67,5942.51,6040.84,16445.201,15431.887
2024-04-14T08:30:00Z,4943.26,4896.73,4989.78,16445.201,15431.887
2024-04-14T08:00:00Z,3937.32,3895.46,3979.17,16445.201,15431.887
2024-04-14T07:30:00Z,2779.1,2745.61,2812.59,16445.201,15431.887
2024-04-14T07:00:00Z,1709.91,1686.22,1733.6,16445.201,15431.887
2024-04-14T06:30:00Z,857.848,844.569,871.127,16445.201,15431.887
2024-04-14T06:00:00Z,255.228,250.54,259.915,16445.201,15431.887
2024-04-14T05:30:00Z,9.09827,8.75798,9.43857,16445.201,15431.887
2024-04-14T05:00:00Z,0,0,0,16445.201,15431.887
2024-04-14T04:30:00Z,0,0,0,16445.201,15431.887
2024-04-14T04:00:00Z,0,0,0,16445.201,15431.888
2024-04-14T03:30:00Z,0,0,0,16445.201,15431.888
2024-04-14T03:00:00Z,0,0,0,16445.201,15431.888
2024-04-14T02:30:00Z,0,0,0,16445.201,15431.888
2024-04-14T02:00:00Z,0,0,0,16445.201,15431.888
2024-04-14T01:30:00Z,0,0,0,16445.201,15431.888
2024-04-14T01:00:00Z,0,0,0,16445.201,15431.888
2024-04-14T00:30:00Z,0,0,0,16445.201,15431.888
2024-04-14T00:00:00Z,0,0,0,16445.201,15431.888
2024-04-13T23:30:00Z,0,0,0,16445.201,15432.245
2024-04-13T23:00:00Z,0,0,0,16445.201,15432.245
2024-04-13T22:30:00Z,0,0,0,16445.201,15432.246
2024-04-13T22:00:00Z,0,0,0,16445.201,15432.246
2024-04-13T21:30:00Z,0,0,0,16445.201,15432.246
2024-04-13T21:00:00Z,0,0,0,16445.201,15432.246
2024-04-13T20:30:00Z,0,0,0,16445.201,15432.246
2024-04-13T20:00:00Z,0,0,0,16445.201,15432.246
2024-04-13T19:30:00Z,1.45E-06,0,3.58E-06,16445.201,15432.246
2024-04-13T19:00:00Z,67.7515,66.2711,69.2319,16445.201,15432.246
2024-04-13T18:30:00Z,486.719,478.844,494.595,16445.201,15432.246
2024-04-13T18:00:00Z,854.533,841.438,867.629,16445.201,15432.246
2024-04-13T17:30:00Z,1483.03,1465.47,1500.6,16445.201,15432.246
2024-04-13T17:00:00Z,2085.61,2060.62,2110.59,16445.201,15432.246
2024-04-13T16:30:00Z,2564.76,2534.27,2595.24,16445.201,15432.246
2024-04-13T16:00:00Z,3461.31,3425.1,3497.53,16445.201,15432.246
2024-04-13T15:30:00Z,4761.53,4716.48,4806.58,16445.201,15432.246
2024-04-13T15:00:00Z,5711.03,5663.31,5758.75,16445.201,15432.246
2024-04-13T14:30:00Z,6272.74,6228.39,6317.09,16445.201,15432.246
2024-04-13T14:00:00Z,6410.13,6362.36,6457.9,16445.201,15432.247
2024-04-13T13:30:00Z,6698.82,6646.54,6751.09,16445.201,15432.247
2024-04-13T13:00:00Z,6782.41,6728.76,6836.05,16445.201,15432.247
2024-04-13T12:30:00Z,6854.65,6796.79,6912.51,16445.201,15432.247
2024-04-13T12:00:00Z,7097.68,7038.53,7156.83,16445.201,15432.247
2024-04-13T11:30:00Z,6918.65,6857.93,6979.37,16445.201,15432.247
2024-04-13T11:00:00Z,6685.52,6627.31,6743.73,16445.201,15432.247
2024-04-13T10:30:00Z,6057.79,6003.82,6111.76,16445.201,15432.247
2024-04-13T10:00:00Z,5347.71,5297.39,5398.04,16445.201,15432.247
2024-04-13T09:30:00Z,4623.48,4576.31,4670.64,16445.201,15432.247
2024-04-13T09:00:00Z,3883.8,3842.38,3925.22,16445.201,15432.247
2024-04-13T08:30:00Z,3153.08,3119.23,3186.93,16445.201,15432.247
2024-04-13T08:00:00Z,2380.64,2356.19,2405.1,16445.201,15432.247
2024-04-13T07:30:00Z,1815.68,1797.97,1833.39,16445.201,15432.247
2024-04-13T07:00:00Z,1210.51,1197.17,1223.85,16445.201,15432.247
2024-04-13T06:30:00Z,612.897,606.208,619.585,16445.201,15432.247
2024-04-13T06:00:00Z,156.094,153.494,158.694,16445.201,15432.247
2024-04-13T05:30:00Z,2.21234,2.07095,2.35373,16445.201,15432.248
2024-04-13T05:00:00Z,0,0,0,16445.201,15432.248
2024-04-13T04:30:00Z,0,0,0,16445.201,15432.248
2024-04-13T04:00:00Z,0,0,0,16445.201,15432.248
2024-04-13T03:30:00Z,0,0,0,16445.201,15432.248
2024-04-13T03:00:00Z,0,0,0,16445.201,15432.248
2024-04-13T02:30:00Z,0,0,0,16445.201,15432.248
2024-04-13T02:00:00Z,0,0,0,16445.201,15432.248
2024-04-13T01:30:00Z,0,0,0,16445.201,15432.248
2024-04-13T01:00:00Z,0,0,0,16445.201,15432.248
2024-04-13T00:30:00Z,0,0,0,16445.201,15432.248
2024-04-13T00:00:00Z,0,0,0,16445.201,15432.248
2024-04-12T23:30:00Z,0,0,0,16445.201,15432.606
2024-04-12T23:00:00Z,0,0,0,16445.201,15432.606
2024-04-12T22:30:00Z,0,0,0,16445.201,15432.606
2024-04-12T22:00:00Z,0,0,0,16445.201,15432.606
2024-04-12T21:30:00Z,0,0,0,16445.201,15432.606
2024-04-12T21:00:00Z,0,0,0,16445.201,15432.606
2024-04-12T20:30:00Z,0,0,0,16445.201,15432.606
2024-04-12T20:00:00Z,0,0,0,16445.201,15432.606
2024-04-12T19:30:00Z,0,0,0,16445.201,15432.606
2024-04-12T19:00:00Z,38.8641,38.0417,39.6865,16445.201,15432.606
2024-04-12T18:30:00Z,347.066,343.109,351.024,16445.201,15432.606
2024-04-12T18:00:00Z,965.651,954.644,976.659,16445.201,15432.606
2024-04-12T17:30:00Z,1583.34,1568.98,1597.71,16445.201,15432.606
2024-04-12T17:00:00Z,2233.45,2217.64,2249.26,16445.201,15432.606
2024-04-12T16:30:00Z,2957.22,2937.47,2976.98,16445.201,15432.606
2024-04-12T16:00:00Z,3793.32,3767.29,3819.36,16445.201,15432.607
2024-04-12T15:30:00Z,4778.42,4745.9,4810.94,16445.201,15432.607
2024-04-12T15:00:00Z,5659.95,5621.72,5698.17,16445.201,15432.607
2024-04-12T14:30:00Z,6170.07,6124.84,6215.31,16445.201,15432.607
2024-04-12T14:00:00Z,6802.92,6756.97,6848.88,16445.201,15432.607
2024-04-12T13:30:00Z,7196.28,7150.86,7241.71,16445.201,15432.607
2024-04-12T13:00:00Z,7401.63,7353.75,7449.51,16445.201,15432.607
2024-04-12T12:30:00Z,7411.77,7364.54,7458.99,16445.201,15432.607
2024-04-12T12:00:00Z,7399.67,7351.62,7447.71,16445.201,15432.607
2024-04-12T11:30:00Z,7181.73,7135.92,7227.55,16445.201,15432.607
2024-04-12T11:00:00Z,6883.96,6837.37,6930.54,16445.201,15432.607
2024-04-12T10:30:00Z,6235.29,6190.3,6280.27,16445.201,15432.607
2024-04-12T10:00:00Z,5599.11,5556.82,5641.39,16445.201,15432.607
2024-04-12T09:30:00Z,5070.51,5028.68,5112.34,16445.201,15432.607
2024-04-12T09:00:00Z,4561.99,4522.2,4601.77,16445.201,15432.607
2024-04-12T08:30:00Z,3735.32,3699.02,3771.61,16445.201,15432.607
2024-04-12T08:00:00Z,2824.62,2796.31,2852.92,16445.201,15432.607
2024-04-12T07:30:00Z,1919.28,1899.61,1938.95,16445.201,15432.608
2024-04-12T07:00:00Z,1150.99,1137.84,1164.14,16445.201,15432.608
2024-04-12T06:30:00Z,554.185,547.936,560.435,16445.201,15432.608
2024-04-12T06:00:00Z,130.27,127.965,132.576,16445.201,15432.608
2024-04-12T05:30:00Z,1.28692,1.1968,1.37705,16445.201,15432.608
2024-04-12T05:00:00Z,0,0,0,16445.201,15432.608
2024-04-12T04:30:00Z,0,0,0,16445.201,15432.608
2024-04-12T04:00:00Z,0,0,0,16445.201,15432.608
2024-04-12T03:30:00Z,0,0,0,16445.201,15432.608
2024-04-12T03:00:00Z,0,0,0,16445.201,15432.608
2024-04-12T02:30:00Z,0,0,0,16445.201,15432.608
2024-04-12T02:00:00Z,0,0,0,16445.201,15432.608
2024-04-12T01:30:00Z,0,0,0,16445.201,15432.608
2024-04-12T01:00:00Z,0,0,0,16445.201,15432.608
2024-04-12T00:30:00Z,0,0,0,16445.201,15432.608
2024-04-12T00:00:00Z,0,0,0,16445.201,15432.608
2024-04-11T23:30:00Z,0,0,0,16445.201,15432.966
2024-04-11T23:00:00Z,0,0,0,16445.201,15432.966
2024-04-11T22:30:00Z,0,0,0,16445.201,15432.966
2024-04-11T22:00:00Z,0,0,0,16445.201,15432.966
2024-04-11T21:30:00Z,0,0,0,16445.201,15432.966
2024-04-11T21:00:00Z,0,0,0,16445.201,15432.966
2024-04-11T20:30:00Z,0,0,0,16445.201,15432.966
2024-04-11T20:00:00Z,0,0,0,16445.201,15432.966
2024-04-11T19:30:00Z,0,0,0,16445.201,15432.966
2024-04-11T19:00:00Z,8.41899,8.0897,8.74827,16445.201,15432.966
2024-04-11T18:30:00Z,157.343,154.375,160.312,16445.201,15432.966
2024-04-11T18:00:00Z,477.142,471.068,483.215,16445.201,15432.966
2024-04-11T17:30:00Z,891.906,882.106,901.706,16445.201,15432.967
2024-04-11T17:00:00Z,1461.79,1448.58,1475,16445.201,15432.967
2024-04-11T16:30:00Z,2039.11,2021.49,2056.73,16445.201,15432.967
2024-04-11T16:00:00Z,2665.39,2641.21,2689.57,16445.201,15432.967
2024-04-11T15:30:00Z,3492.21,3460.32,3524.11,16445.201,15432.967
2024-04-11T15:00:00Z,4187.68,4153.41,4221.96,16445.201,15432.967
2024-04-11T14:30:00Z,4307.25,4275.22,4339.28,16445.201,15432.967
2024-04-11T14:00:00Z,4900.14,4861.12,4939.16,16445.201,15432.967
2024-04-11T13:30:00Z,5506.58,5465.99,5547.18,16445.201,15432.967
2024-04-11T13:00:00Z,6125.59,6083.38,6167.79,16445.201,15432.967
2024-04-11T12:30:00Z,6036.8,5993.78,6079.82,16445.201,15432.967
2024-04-11T12:00:00Z,5591.36,5551.07,5631.64,16445.201,15432.967
2024-04-11T11:30:00Z,5553.67,5513.87,5593.48,16445.201,15432.967
2024-04-11T11:00:00Z,5027.04,4985.03,5069.05,16445.201,15432.967
2024-04-11T10:30:00Z,4806.28,4767.23,4845.34,16445.201,15432.967
2024-04-11T10:00:00Z,4313.05,4276.6,4349.5,16445.201,15432.967
2024-04-11T09:30:00Z,3907.47,3872.17,3942.78,16445.201,15432.967
2024-04-11T09:00:00Z,3375.56,3342.08,3409.05,16445.201,15432.968
2024-04-11T08:30:00Z,2703.8,2672.31,2735.29,16445.201,15432.968
2024-04-11T08:00:00Z,2026.54,2004.09,2049,16445.201,15432.968
2024-04-11T07:30:00Z,1651.22,1628.14,1674.31,16445.201,15432.968
2024-04-11T07:00:00Z,946.796,930.11,963.483,16445.201,15432.968
2024-04-11T06:30:00Z,336.556,331.229,341.884,16445.201,15432.968
2024-04-11T06:00:00Z,52.6868,51.0716,54.3021,16445.201,15432.968
2024-04-11T05:30:00Z,0.13051,0.109223,0.151797,16445.201,15432.968
2024-04-11T05:00:00Z,0,0,0,16445.201,15432.968
2024-04-11T04:30:00Z,0,0,0,16445.201,15432.968
2024-04-11T04:00:00Z,0,0,0,16445.201,15432.968
2024-04-11T03:30:00Z,0,0,0,16445.201,15432.968
2024-04-11T03:00:00Z,0,0,0,16445.201,15432.968
2024-04-11T02:30:00Z,0,0,0,16445.201,15432.968
2024-04-11T02:00:00Z,0,0,0,16445.201,15432.968
2024-04-11T01:30:00Z,0,0,0,16445.201,15432.968
2024-04-11T01:00:00Z,0,0,0,16445.201,15432.968
2024-04-11T00:30:00Z,0,0,0,16445.201,15432.969
2024-04-11T00:00:00Z,0,0,0,16445.201,15432.969
2024-04-10T23:30:00Z,0,0,0,16445.201,15433.326
2024-04-10T23:00:00Z,0,0,0,16445.201,15433.326
2024-04-10T22:30:00Z,0,0,0,16445.201,15433.326
2024-04-10T22:00:00Z,0,0,0,16445.201,15433.326
2024-04-10T21:30:00Z,0,0,0,16445.201,15433.326
2024-04-10T21:00:00Z,0,0,0,16445.201,15433.326
2024-04-10T20:30:00Z,0,0,0,16445.201,15433.326
2024-04-10T20:00:00Z,0,0,0,16445.201,15433.326
2024-04-10T19:30:00Z,0,0,0,16445.201,15433.326
2024-04-10T19:00:00Z,5.84462,5.53499,6.15425,16445.201,15433.327
2024-04-10T18:30:00Z,59.802,57.9596,61.6444,16445.201,15433.327
2024-04-10T18:00:00Z,213.41,209.051,217.77,16445.201,15433.327
2024-04-10T17:30:00Z,402.881,395.707,410.055,16445.201,15433.327
2024-04-10T17:00:00Z,602.127,594.487,609.767,16445.201,15433.327
2024-04-10T16:30:00Z,847.536,837.975,857.097,16445.201,15433.327
2024-04-10T16:00:00Z,1044.49,1033.79,1055.19,16445.201,15433.327
2024-04-10T15:30:00Z,1224.12,1212.82,1235.42,16445.201,15433.327
2024-04-10T15:00:00Z,1554.22,1539.67,1568.78,16445.201,15433.327
