generation_mw,lcl_mw,ucl_mw,installedcapacity_mwp,capacity_mwp,time,date
3508.04,3380.27,3635.81,16445.201,15430.445,153000,20240418
4253.15,4117.64,4388.65,16445.201,15430.445,150000,20240418
4993.39,4847.18,5139.59,16445.201,15430.446,143000,20240418
5664.35,5508.08,5820.61,16445.201,15430.446,140000,20240418
6227.09,6061.42,6392.76,16445.201,15430.446,133000,20240418
6765.65,6593.96,6937.34,16445.201,15430.446,130000,20240418
7274.14,7099.43,7448.84,16445.201,15430.446,123000,20240418
7665.82,7490.59,7841.05,16445.201,15430.446,120000,20240418
7805.18,7627.62,7982.74,16445.201,15430.446,113000,20240418
7734.12,7564.37,7903.88,16445.201,15430.446,110000,20240418
7351.41,7188.81,7514.01,16445.201,15430.446,103000,20240418
6878.72,6713.66,7043.79,16445.201,15430.446,100000,20240418
6333.04,6177.63,6488.45,16445.201,15430.446,093000,20240418
5809.0,5651.81,5966.19,16445.201,15430.446,090000,20240418
4949.04,4801.53,5096.56,16445.201,15430.446,083000,20240418
4131.74,3995.97,4267.52,16445.201,15430.446,080000,20240418
3047.79,2927.47,3168.1,16445.201,15430.446,073000,20240418
2071.82,1977.77,2165.87,16445.201,15430.446,070000,20240418
1246.89,1183.35,1310.43,16445.201,15430.446,063000,20240418
521.314,491.027,551.602,16445.201,15430.447,060000,20240418
44.104,40.5643,47.6438,16445.201,15430.447,053000,20240418
0.0,0.0,0.0,16445.201,15430.447,050000,20240418
0.0,0.0,0.0,16445.201,15430.447,043000,20240418
0.0,0.0,0.0,16445.201,15430.447,040000,20240418
0.0,0.0,0.0,16445.201,15430.447,033000,20240418
0.0,0.0,0.0,16445.201,15430.447,030000,20240418
0.0,0.0,0.0,16445.201,15430.447,023000,20240418
0.0,0.0,0.0,16445.201,15430.447,020000,20240418
0.0,0.0,0.0,16445.201,15430.447,013000,20240418
0.0,0.0,0.0,16445.201,15430.447,010000,20240418
0.0,0.0,0.0,16445.201,15430.447,003000,20240418
0.0,0.0,0.0,16445.201,15430.447,000000,20240418
0.0,0.0,0.0,16445.201,15430.805,233000,20240417
0.0,0.0,0.0,16445.201,15430.805,230000,20240417
0.0,0.0,0.0,16445.201,15430.805,223000,20240417
0.0,0.0,0.0,16445.201,15430.805,220000,20240417
0.0,0.0,0.0,16445.201,15430.805,213000,20240417
0.0,0.0,0.0,16445.201,15430.805,210000,20240417
0.0,0.0,0.0,16445.201,15430.805,203000,20240417
0.0,0.0,0.0,16445.201,15430.805,200000,20240417
0.0812799,0.0680233,0.0945365,16445.201,15430.805,193000,20240417
114.227,111.763,116.691,16445.201,15430.805,190000,20240417
554.085,543.546,564.624,16445.201,15430.805,183000,20240417
1279.84,1257.94,1301.75,16445.201,15430.805,180000,20240417
1892.1,1863.39,1920.8,16445.201,15430.805,173000,20240417
2430.47,2395.74,2465.19,16445.201,15430.805,170000,20240417
3462.74,3423.91,3501.57,16445.201,15430.805,163000,20240417
4170.79,4130.17,4211.41,16445.201,15430.806,160000,20240417
4385.84,4344.16,4427.52,16445.201,15430.806,153000,20240417
4555.01,4508.04,4601.98,16445.201,15430.806,150000,20240417
5761.79,5715.92,5807.65,16445.201,15430.806,143000,20240417
6672.39,6625.98,6718.8,16445.201,15430.806,140000,20240417
6955.8,6909.22,7002.37,16445.201,15430.806,133000,20240417
7449.86,7407.45,7492.27,16445.201,15430.806,130000,20240417
7391.76,7349.55,7433.96,16445.201,15430.806,123000,20240417
7521.08,7478.01,7564.16,16445.201,15430.806,120000,20240417
7779.01,7734.98,7823.04,16445.201,15430.806,113000,20240417
7651.32,7608.51,7694.13,16445.201,15430.806,110000,20240417
7489.96,7442.66,7537.25,16445.201,15430.806,103000,20240417
7095.38,7047.18,7143.58,16445.201,15430.806,100000,20240417
6527.73,6479.16,6576.29,16445.201,15430.806,093000,20240417
5537.41,5489.56,5585.27,16445.201,15430.806,090000,20240417
4948.47,4899.58,4997.35,16445.201,15430.806,083000,20240417
4027.67,3981.17,4074.18,16445.201,15430.806,080000,20240417
3135.99,3093.54,3178.44,16445.201,15430.807,073000,20240417
2225.33,2191.16,2259.5,16445.201,15430.807,070000,20240417
1233.58,1211.91,1255.24,16445.201,15430.807,063000,20240417
419.443,411.064,427.822,16445.201,15430.807,060000,20240417
30.5564,29.6528,31.4599,16445.201,15430.807,053000,20240417
0.0,0.0,0.0,16445.201,15430.807,050000,20240417
0.0,0.0,0.0,16445.201,15430.807,043000,20240417
0.0,0.0,0.0,16445.201,15430.807,040000,20240417
0.0,0.0,0.0,16445.201,15430.807,033000,20240417
0.0,0.0,0.0,16445.201,15430.807,030000,20240417
0.0,0.0,0.0,16445.201,15430.807,023000,20240417
0.0,0.0,0.0,16445.201,15430.807,020000,20240417
0.0,0.0,0.0,16445.201,15430.807,013000,20240417
0.0,0.0,0.0,16445.201,15430.807,010000,20240417
0.0,0.0,0.0,16445.201,15430.807,003000,20240417
0.0,0.0,0.0,16445.201,15430.807,000000,20240417
0.0,0.0,0.0,16445.201,15431.165,233000,20240416
0.0,0.0,0.0,16445.201,15431.165,230000,20240416
0.0,0.0,0.0,16445.201,15431.165,223000,20240416
0.0,0.0,0.0,16445.201,15431.165,220000,20240416
0.0,0.0,0.0,16445.201,15431.165,213000,20240416
0.0,0.0,0.0,16445.201,15431.165,210000,20240416
0.0,0.0,0.0,16445.201,15431.165,203000,20240416
0.0,0.0,0.0,16445.201,15431.165,200000,20240416
0.00524837,0.00414054,0.00635619,16445.201,15431.165,193000,20240416
101.036,98.6276,103.445,16445.201,15431.165,190000,20240416
545.82,534.419,557.221,16445.201,15431.165,183000,20240416
1215.57,1191.15,1240.0,16445.201,15431.165,180000,20240416
2124.71,2089.83,2159.58,16445.201,15431.166,173000,20240416
3217.16,3172.66,3261.66,16445.201,15431.166,170000,20240416
3934.25,3886.4,3982.11,16445.201,15431.166,163000,20240416
4884.32,4835.03,4933.61,16445.201,15431.166,160000,20240416
5539.16,5487.92,5590.39,16445.201,15431.166,153000,20240416
6430.21,6378.92,6481.49,16445.201,15431.166,150000,20240416
7178.66,7126.38,7230.94,16445.201,15431.166,143000,20240416
7037.49,6982.9,7092.07,16445.201,15431.166,140000,20240416
6695.98,6639.8,6752.16,16445.201,15431.166,133000,20240416
7463.65,7410.72,7516.57,16445.201,15431.166,130000,20240416
7408.08,7354.53,7461.63,16445.201,15431.166,123000,20240416
6861.2,6806.82,6915.59,16445.201,15431.166,120000,20240416
6686.41,6634.59,6738.23,16445.201,15431.166,113000,20240416
6228.86,6180.14,6277.58,16445.201,15431.166,110000,20240416
5838.76,5792.9,5884.63,16445.201,15431.166,103000,20240416
5296.63,5252.15,5341.12,16445.201,15431.166,100000,20240416
5098.37,5057.32,5139.42,16445.201,15431.166,093000,20240416
4335.86,4297.65,4374.07,16445.201,15431.167,090000,20240416
3864.77,3828.12,3901.42,16445.201,15431.167,083000,20240416
2935.01,2901.14,2968.88,16445.201,15431.167,080000,20240416
2010.24,1984.79,2035.68,16445.201,15431.167,073000,20240416
1430.5,1411.48,1449.51,16445.201,15431.167,070000,20240416
818.216,805.899,830.533,16445.201,15431.167,063000,20240416
281.105,275.938,286.271,16445.201,15431.167,060000,20240416
19.6487,18.9771,20.3202,16445.201,15431.167,053000,20240416
0.0,0.0,0.0,16445.201,15431.167,050000,20240416
0.0,0.0,0.0,16445.201,15431.167,043000,20240416
0.0,0.0,0.0,16445.201,15431.167,040000,20240416
0.0,0.0,0.0,16445.201,15431.167,033000,20240416
0.0,0.0,0.0,16445.201,15431.167,030000,20240416
0.0,0.0,0.0,16445.201,15431.167,023000,20240416
0.0,0.0,0.0,16445.201,15431.167,020000,20240416
0.0,0.0,0.0,16445.201,15431.167,013000,20240416
0.0,0.0,0.0,16445.201,15431.167,010000,20240416
0.0,0.0,0.0,16445.201,15431.168,003000,20240416
0.0,0.0,0.0,16445.201,15431.168,000000,20240416
0.0,0.0,0.0,16445.201,15431.525,233000,20240415
0.0,0.0,0.0,16445.201,15431.525,230000,20240415
0.0,0.0,0.0,16445.201,15431.525,223000,20240415
0.0,0.0,0.0,16445.201,15431.525,220000,20240415
0.0,0.0,0.0,16445.201,15431.525,213000,20240415
0.0,0.0,0.0,16445.201,15431.525,210000,20240415
0.0,0.0,0.0,16445.201,15431.525,203000,20240415
0.0,0.0,0.0,16445.201,15431.525,200000,20240415
0.00169959,0.00130825,0.00209094,16445.201,15431.526,193000,20240415
105.063,102.975,107.15,16445.201,15431.526,190000,20240415
550.823,540.84,560.806,16445.201,15431.526,183000,20240415
1356.29,1332.61,1379.97,16445.201,15431.526,180000,20240415
1932.43,1906.87,1957.98,16445.201,15431.526,173000,20240415
3087.71,3051.7,3123.72,16445.201,15431.526,170000,20240415
3888.79,3843.67,3933.92,16445.201,15431.526,163000,20240415
4873.24,4827.79,4918.69,16445.201,15431.526,160000,20240415
5873.78,5826.12,5921.44,16445.201,15431.526,153000,20240415
6800.78,6754.69,6846.88,16445.201,15431.526,150000,20240415
7380.74,7332.29,7429.19,16445.201,15431.526,143000,20240415
7930.6,7881.19,7980.01,16445.201,15431.526,140000,20240415
8249.08,8198.93,8299.22,16445.201,15431.526,133000,20240415
8581.69,8530.34,8633.04,16445.201,15431.526,130000,20240415
8642.14,8594.17,8690.11,16445.201,15431.526,123000,20240415
8482.1,8434.22,8529.99,16445.201,15431.526,120000,20240415
8451.88,8404.55,8499.2,16445.201,15431.526,113000,20240415
7322.23,7268.68,7375.77,16445.201,15431.527,110000,20240415
7034.85,6984.38,7085.31,16445.201,15431.527,103000,20240415
6058.77,6006.97,6110.56,16445.201,15431.527,100000,20240415
5012.18,4958.14,5066.21,16445.201,15431.527,093000,20240415
3600.32,3555.44,3645.2,16445.201,15431.527,090000,20240415
2285.74,2256.11,2315.38,16445.201,15431.527,083000,20240415
1804.23,1780.44,1828.02,16445.201,15431.527,080000,20240415
1261.15,1243.97,1278.34,16445.201,15431.527,073000,20240415
842.492,830.349,854.635,16445.201,15431.527,070000,20240415
471.044,463.328,478.761,16445.201,15431.527,063000,20240415
92.2162,89.9704,94.462,16445.201,15431.527,060000,20240415
1.18758,1.0967,1.27846,16445.201,15431.527,053000,20240415
0.0,0.0,0.0,16445.201,15431.527,050000,20240415
0.0,0.0,0.0,16445.201,15431.527,043000,20240415
0.0,0.0,0.0,16445.201,15431.527,040000,20240415
0.0,0.0,0.0,16445.201,15431.527,033000,20240415
0.0,0.0,0.0,16445.201,15431.527,030000,20240415
0.0,0.0,0.0,16445.201,15431.528,023000,20240415
0.0,0.0,0.0,16445.201,15431.528,020000,20240415
0.0,0.0,0.0,16445.201,15431.528,013000,20240415
0.0,0.0,0.0,16445.201,15431.528,010000,20240415
0.0,0.0,0.0,16445.201,15431.528,003000,20240415
0.0,0.0,0.0,16445.201,15431.528,000000,20240415
0.0,0.0,0.0,16445.201,15431.885,233000,20240414
0.0,0.0,0.0,16445.201,15431.885,230000,20240414
0.0,0.0,0.0,16445.201,15431.885,223000,20240414
0.0,0.0,0.0,16445.201,15431.885,220000,20240414
0.0,0.0,0.0,16445.201,15431.885,213000,20240414
0.0,0.0,0.0,16445.201,15431.886,210000,20240414
0.0,0.0,0.0,16445.201,15431.886,203000,20240414
0.0,0.0,0.0,16445.201,15431.886,200000,20240414
0.000824531,0.000641307,0.00100776,16445.201,15431.886,193000,20240414
84.8926,83.2159,86.5693,16445.201,15431.886,190000,20240414
429.688,424.124,435.253,16445.201,15431.886,183000,20240414
888.023,878.165,897.88,16445.201,15431.886,180000,20240414
1328.42,1315.89,1340.96,16445.201,15431.886,173000,20240414
2042.16,2024.18,2060.14,16445.201,15431.886,170000,20240414
2673.38,2650.07,2696.69,16445.201,15431.886,163000,20240414
3395.57,3371.29,3419.85,16445.201,15431.886,160000,20240414
4141.01,4109.96,4172.07,16445.201,15431.886,153000,20240414
5461.1,5422.82,5499.39,16445.201,15431.886,150000,20240414
5971.62,5930.58,6012.66,16445.201,15431.886,143000,20240414
6399.76,6359.32,6440.21,16445.201,15431.886,140000,20240414
6976.42,6935.59,7017.26,16445.201,15431.886,133000,20240414
7890.52,7846.75,7934.3,16445.201,15431.886,130000,20240414
8238.98,8194.33,8283.63,16445.201,15431.887,123000,20240414
8230.26,8184.86,8275.67,16445.201,15431.887,120000,20240414
8374.23,8328.57,8419.89,16445.201,15431.887,113000,20240414
8127.47,8080.81,8174.12,16445.201,15431.887,110000,20240414
7941.88,7895.75,7988.0,16445.201,15431.887,103000,20240414
7376.58,7329.2,7423.96,16445.201,15431.887,100000,20240414
6745.64,6695.09,6796.2,16445.201,15431.887,093000,20240414
5991.67,5942.51,6040.84,16445.201,15431.887,090000,20240414
4943.26,4896.73,4989.78,16445.201,15431.887,083000,20240414
3937.32,3895.46,3979.17,16445.201,15431.887,080000,20240414
2779.1,2745.61,2812.59,16445.201,15431.887,073000,20240414
1709.91,1686.22,1733.6,16445.201,15431.887,070000,20240414
857.848,844.569,871.127,16445.201,15431.887,063000,20240414
255.228,250.54,259.915,16445.201,15431.887,060000,20240414
9.09827,8.75798,9.43857,16445.201,15431.887,053000,20240414
0.0,0.0,0.0,16445.201,15431.887,050000,20240414
0.0,0.0,0.0,16445.201,15431.887,043000,20240414
0.0,0.0,0.0,16445.201,15431.888,040000,20240414
0.0,0.0,0.0,16445.201,15431.888,033000,20240414
0.0,0.0,0.0,16445.201,15431.888,030000,20240414
0.0,0.0,0.0,16445.201,15431.888,023000,20240414
0.0,0.0,0.0,16445.201,15431.888,020000,20240414
0.0,0.0,0.0,16445.201,15431.888,013000,20240414
0.0,0.0,0.0,16445.201,15431.888,010000,20240414
0.0,0.0,0.0,16445.201,15431.888,003000,20240414
0.0,0.0,0.0,16445.201,15431.888,000000,20240414
0.0,0.0,0.0,16445.201,15432.245,233000,20240413
0.0,0.0,0.0,16445.201,15432.245,230000,20240413
0.0,0.0,0.0,16445.201,15432.246,223000,20240413
0.0,0.0,0.0,16445.201,15432.246,220000,20240413
0.0,0.0,0.0,16445.201,15432.246,213000,20240413
0.0,0.0,0.0,16445.201,15432.246,210000,20240413
0.0,0.0,0.0,16445.201,15432.246,203000,20240413
0.0,0.0,0.0,16445.201,15432.246,200000,20240413
1.45e-06,0.0,3.58e-06,16445.201,15432.246,193000,20240413
67.7515,66.2711,69.2319,16445.201,15432.246,190000,20240413
486.719,478.844,494.595,16445.201,15432.246,183000,20240413
854.533,841.438,867.629,16445.201,15432.246,180000,20240413
1483.03,1465.47,1500.6,16445.201,15432.246,173000,20240413
2085.61,2060.62,2110.59,16445.201,15432.246,170000,20240413
2564.76,2534.27,2595.24,16445.201,15432.246,163000,20240413
3461.31,3425.1,3497.53,16445.201,15432.246,160000,20240413
4761.53,4716.48,4806.58,16445.201,15432.246,153000,20240413
5711.03,5663.31,5758.75,16445.201,15432.246,150000,20240413
6272.74,6228.39,6317.09,16445.201,15432.246,143000,20240413
6410.13,6362.36,6457.9,16445.201,15432.247,140000,20240413
6698.82,6646.54,6751.09,16445.201,15432.247,133000,20240413
6782.41,6728.76,6836.05,16445.201,15432.247,130000,20240413
6854.65,6796.79,6912.51,16445.201,15432.247,123000,20240413
7097.68,7038.53,7156.83,16445.201,15432.247,120000,20240413
6918.65,6857.93,6979.37,16445.201,15432.247,113000,20240413
6685.52,6627.31,6743.73,16445.201,15432.247,110000,20240413
6057.79,6003.82,6111.76,16445.201,15432.247,103000,20240413
5347.71,5297.39,5398.04,16445.201,15432.247,100000,20240413
4623.48,4576.31,4670.64,16445.201,15432.247,093000,20240413
3883.8,3842.38,3925.22,16445.201,15432.247,090000,20240413
3153.08,3119.23,3186.93,16445.201,15432.247,083000,20240413
2380.64,2356.19,2405.1,16445.201,15432.247,080000,20240413
1815.68,1797.97,1833.39,16445.201,15432.247,073000,20240413
1210.51,1197.17,1223.85,16445.201,15432.247,070000,20240413
612.897,606.208,619.585,16445.201,15432.247,063000,20240413
156.094,153.494,158.694,16445.201,15432.247,060000,20240413
2.21234,2.07095,2.35373,16445.201,15432.248,053000,20240413
0.0,0.0,0.0,16445.201,15432.248,050000,20240413
0.0,0.0,0.0,16445.201,15432.248,043000,20240413
0.0,0.0,0.0,16445.201,15432.248,040000,20240413
0.0,0.0,0.0,16445.201,15432.248,033000,20240413
0.0,0.0,0.0,16445.201,15432.248,030000,20240413
0.0,0.0,0.0,16445.201,15432.248,023000,20240413
0.0,0.0,0.0,16445.201,15432.248,020000,20240413
0.0,0.0,0.0,16445.201,15432.248,013000,20240413
0.0,0.0,0.0,16445.201,15432.248,010000,20240413
0.0,0.0,0.0,16445.201,15432.248,003000,20240413
0.0,0.0,0.0,16445.201,15432.248,000000,20240413
0.0,0.0,0.0,16445.201,15432.606,233000,20240412
0.0,0.0,0.0,16445.201,15432.606,230000,20240412
0.0,0.0,0.0,16445.201,15432.606,223000,20240412
0.0,0.0,0.0,16445.201,15432.606,220000,20240412
0.0,0.0,0.0,16445.201,15432.606,213000,20240412
0.0,0.0,0.0,16445.201,15432.606,210000,20240412
0.0,0.0,0.0,16445.201,15432.606,203000,20240412
0.0,0.0,0.0,16445.201,15432.606,200000,20240412
0.0,0.0,0.0,16445.201,15432.606,193000,20240412
38.8641,38.0417,39.6865,16445.201,15432.606,190000,20240412
347.066,343.109,351.024,16445.201,15432.606,183000,20240412
965.651,954.644,976.659,16445.201,15432.606,180000,20240412
1583.34,1568.98,1597.71,16445.201,15432.606,173000,20240412
2233.45,2217.64,2249.26,16445.201,15432.606,170000,20240412
2957.22,2937.47,2976.98,16445.201,15432.606,163000,20240412
3793.32,3767.29,3819.36,16445.201,15432.607,160000,20240412
4778.42,4745.9,4810.94,16445.201,15432.607,153000,20240412
5659.95,5621.72,5698.17,16445.201,15432.607,150000,20240412
6170.07,6124.84,6215.31,16445.201,15432.607,143000,20240412
6802.92,6756.97,6848.88,16445.201,15432.607,140000,20240412
7196.28,7150.86,7241.71,16445.201,15432.607,133000,20240412
7401.63,7353.75,7449.51,16445.201,15432.607,130000,20240412
7411.77,7364.54,7458.99,16445.201,15432.607,123000,20240412
7399.67,7351.62,7447.71,16445.201,15432.607,120000,20240412
7181.73,7135.92,7227.55,16445.201,15432.607,113000,20240412
6883.96,6837.37,6930.54,16445.201,15432.607,110000,20240412
6235.29,6190.3,6280.27,16445.201,15432.607,103000,20240412
5599.11,5556.82,5641.39,16445.201,15432.607,100000,20240412
5070.51,5028.68,5112.34,16445.201,15432.607,093000,20240412
4561.99,4522.2,4601.77,16445.201,15432.607,090000,20240412
3735.32,3699.02,3771.61,16445.201,15432.607,083000,20240412
2824.62,2796.31,2852.92,16445.201,15432.607,080000,20240412
1919.28,1899.61,1938.95,16445.201,15432.608,073000,20240412
1150.99,1137.84,1164.14,16445.201,15432.608,070000,20240412
554.185,547.936,560.435,16445.201,15432.608,063000,20240412
130.27,127.965,132.576,16445.201,15432.608,060000,20240412
1.28692,1.1968,1.37705,16445.201,15432.608,053000,20240412
0.0,0.0,0.0,16445.201,15432.608,050000,20240412
0.0,0.0,0.0,16445.201,15432.608,043000,20240412
0.0,0.0,0.0,16445.201,15432.608,040000,20240412
0.0,0.0,0.0,16445.201,15432.608,033000,20240412
0.0,0.0,0.0,16445.201,15432.608,030000,20240412
0.0,0.0,0.0,16445.201,15432.608,023000,20240412
0.0,0.0,0.0,16445.201,15432.608,020000,20240412
0.0,0.0,0.0,16445.201,15432.608,013000,20240412
0.0,0.0,0.0,16445.201,15432.608,010000,20240412
0.0,0.0,0.0,16445.201,15432.608,003000,20240412
0.0,0.0,0.0,16445.201,15432.608,000000,20240412
0.0,0.0,0.0,16445.201,15432.966,233000,20240411
0.0,0.0,0.0,16445.201,15432.966,230000,20240411
0.0,0.0,0.0,16445.201,15432.966,223000,20240411
0.0,0.0,0.0,16445.201,15432.966,220000,20240411
0.0,0.0,0.0,16445.201,15432.966,213000,20240411
0.0,0.0,0.0,16445.201,15432.966,210000,20240411
0.0,0.0,0.0,16445.201,15432.966,203000,20240411
0.0,0.0,0.0,16445.201,15432.966,200000,20240411
0.0,0.0,0.0,16445.201,15432.966,193000,20240411
8.41899,8.0897,8.74827,16445.201,15432.966,190000,20240411
157.343,154.375,160.312,16445.201,15432.966,183000,20240411
477.142,471.068,483.215,16445.201,15432.966,180000,20240411
891.906,882.106,901.706,16445.201,15432.967,173000,20240411
1461.79,1448.58,1475.0,16445.201,15432.967,170000,20240411
2039.11,2021.49,2056.73,16445.201,15432.967,163000,20240411
2665.39,2641.21,2689.57,16445.201,15432.967,160000,20240411
3492.21,3460.32,3524.11,16445.201,15432.967,153000,20240411
4187.68,4153.41,4221.96,16445.201,15432.967,150000,20240411
4307.25,4275.22,4339.28,16445.201,15432.967,143000,20240411
4900.14,4861.12,4939.16,16445.201,15432.967,140000,20240411
5506.58,5465.99,5547.18,16445.201,15432.967,133000,20240411
6125.59,6083.38,6167.79,16445.201,15432.967,130000,20240411
6036.8,5993.78,6079.82,16445.201,15432.967,123000,20240411
5591.36,5551.07,5631.64,16445.201,15432.967,120000,20240411
5553.67,5513.87,5593.48,16445.201,15432.967,113000,20240411
5027.04,4985.03,5069.05,16445.201,15432.967,110000,20240411
4806.28,4767.23,4845.34,16445.201,15432.967,103000,20240411
4313.05,4276.6,4349.5,16445.201,15432.967,100000,20240411
3907.47,3872.17,3942.78,16445.201,15432.967,093000,20240411
3375.56,3342.08,3409.05,16445.201,15432.968,090000,20240411
2703.8,2672.31,2735.29,16445.201,15432.968,083000,20240411
2026.54,2004.09,2049.0,16445.201,15432.968,080000,20240411
1651.22,1628.14,1674.31,16445.201,15432.968,073000,20240411
946.796,930.11,963.483,16445.201,15432.968,070000,20240411
336.556,331.229,341.884,16445.201,15432.968,063000,20240411
52.6868,51.0716,54.3021,16445.201,15432.968,060000,20240411
0.13051,0.109223,0.151797,16445.201,15432.968,053000,20240411
0.0,0.0,0.0,16445.201,15432.968,050000,20240411
0.0,0.0,0.0,16445.201,15432.968,043000,20240411
0.0,0.0,0.0,16445.201,15432.968,040000,20240411
0.0,0.0,0.0,16445.201,15432.968,033000,20240411
0.0,0.0,0.0,16445.201,15432.968,030000,20240411
0.0,0.0,0.0,16445.201,15432.968,023000,20240411
0.0,0.0,0.0,16445.201,15432.968,020000,20240411
0.0,0.0,0.0,16445.201,15432.968,013000,20240411
0.0,0.0,0.0,16445.201,15432.968,010000,20240411
0.0,0.0,0.0,16445.201,15432.969,003000,20240411
0.0,0.0,0.0,16445.201,15432.969,000000,20240411
0.0,0.0,0.0,16445.201,15433.326,233000,20240410
0.0,0.0,0.0,16445.201,15433.326,230000,20240410
0.0,0.0,0.0,16445.201,15433.326,223000,20240410
0.0,0.0,0.0,16445.201,15433.326,220000,20240410
0.0,0.0,0.0,16445.201,15433.326,213000,20240410
0.0,0.0,0.0,16445.201,15433.326,210000,20240410
0.0,0.0,0.0,16445.201,15433.326,203000,20240410
0.0,0.0,0.0,16445.201,15433.326,200000,20240410
0.0,0.0,0.0,16445.201,15433.326,193000,20240410
5.84462,5.53499,6.15425,16445.201,15433.327,190000,20240410
59.802,57.9596,61.6444,16445.201,15433.327,183000,20240410
213.41,209.051,217.77,16445.201,15433.327,180000,20240410
402.881,395.707,410.055,16445.201,15433.327,173000,20240410
602.127,594.487,609.767,16445.201,15433.327,170000,20240410
847.536,837.975,857.097,16445.201,15433.327,163000,20240410
1044.49,1033.79,1055.19,16445.201,15433.327,160000,20240410
1224.12,1212.82,1235.42,16445.201,15433.327,153000,20240410
1554.22,1539.67,1568.78,16445.201,15433.327,150000,20240410
1796.37,1776.25,1816.48,16445.201,15433.327,143000,20240410
2034.54,2014.38,2054.7,16445.201,15433.327,140000,20240410
2653.43,2624.33,2682.53,16445.201,15433.327,133000,20240410
2843.05,2810.96,2875.14,16445.201,15433.327,130000,20240410
2899.5,2868.85,2930.16,16445.201,15433.327,123000,20240410
3066.06,3037.33,3094.78,16445.201,15433.327,120000,20240410
3240.52,3212.12,3268.91,16445.201,15433.327,113000,20240410
3703.54,3668.33,3738.76,16445.201,15433.327,110000,20240410
4022.77,3979.05,4066.48,16445.201,15433.328,103000,20240410
4232.78,4182.92,4282.64,16445.201,15433.328,100000,20240410
4087.55,4038.12,4136.98,16445.201,15433.328,093000,20240410
3903.66,3853.18,3954.14,16445.201,15433.328,090000,20240410
3511.19,3466.44,3555.94,16445.201,15433.328,083000,20240410
2935.84,2897.57,2974.12,16445.201,15433.328,080000,20240410
2130.13,2100.56,2159.71,16445.201,15433.328,073000,20240410
1283.48,1266.01,1300.96,16445.201,15433.328,070000,20240410
642.585,632.461,652.709,16445.201,15433.328,063000,20240410
186.828,182.893,190.762,16445.201,15433.328,060000,20240410
1.51016,1.42909,1.59124,16445.201,15433.328,053000,20240410
0.0,0.0,0.0,16445.201,15433.328,050000,20240410
0.0,0.0,0.0,16445.201,15433.328,043000,20240410
0.0,0.0,0.0,16445.201,15433.328,040000,20240410
0.0,0.0,0.0,16445.201,15433.328,033000,20240410
0.0,0.0,0.0,16445.201,15433.328,030000,20240410
0.0,0.0,0.0,16445.201,15433.328,023000,20240410
0.0,0.0,0.0,16445.201,15433.329,020000,20240410
0.0,0.0,0.0,16445.201,15433.329,013000,20240410
0.0,0.0,0.0,16445.201,15433.329,010000,20240410
0.0,0.0,0.0,16445.201,15433.329,003000,20240410
0.0,0.0,0.0,16445.201,15433.329,000000,20240410
0.0,0.0,0.0,16445.201,15433.686,233000,20240409
0.0,0.0,0.0,16445.201,15433.686,230000,20240409
0.0,0.0,0.0,16445.201,15433.686,223000,20240409
0.0,0.0,0.0,16445.201,15433.686,220000,20240409
0.0,0.0,0.0,16445.201,15433.686,213000,20240409
0.0,0.0,0.0,16445.201,15433.687,210000,20240409
0.0,0.0,0.0,16445.201,15433.687,203000,20240409
0.0,0.0,0.0,16445.201,15433.687,200000,20240409
0.0,0.0,0.0,16445.201,15433.687,193000,20240409
34.0126,33.1815,34.8438,16445.201,15433.687,190000,20240409
420.01,411.87,428.149,16445.201,15433.687,183000,20240409
1102.64,1083.94,1121.34,16445.201,15433.687,180000,20240409
1744.75,1718.87,1770.63,16445.201,15433.687,173000,20240409
2533.74,2500.01,2567.47,16445.201,15433.687,170000,20240409
3119.28,3084.1,3154.45,16445.201,15433.687,163000,20240409
3730.53,3692.29,3768.76,16445.201,15433.687,160000,20240409
3956.12,3913.66,3998.59,16445.201,15433.687,153000,20240409
4154.7,4108.13,4201.27,16445.201,15433.687,150000,20240409
4690.59,4640.23,4740.94,16445.201,15433.687,143000,20240409
4955.55,4900.67,5010.44,16445.201,15433.687,140000,20240409
4886.11,4832.13,4940.08,16445.201,15433.687,133000,20240409
4627.5,4582.06,4672.95,16445.201,15433.687,130000,20240409
4404.95,4359.87,4450.02,16445.201,15433.688,123000,20240409
4194.97,4149.97,4239.96,16445.201,15433.688,120000,20240409
3896.49,3853.72,3939.26,16445.201,15433.688,113000,20240409
3916.31,3875.3,3957.31,16445.201,15433.688,110000,20240409
3414.35,3377.19,3451.52,16445.201,15433.688,103000,20240409
3010.37,2976.01,3044.72,16445.201,15433.688,100000,20240409
2721.45,2687.57,2755.33,16445.201,15433.688,093000,20240409
2756.84,2724.42,2789.26,16445.201,15433.688,090000,20240409
1911.04,1890.81,1931.26,16445.201,15433.688,083000,20240409
1357.19,1342.01,1372.36,16445.201,15433.688,080000,20240409
856.478,847.063,865.893,16445.201,15433.688,073000,20240409
469.762,463.355,476.17,16445.201,15433.688,070000,20240409
192.373,188.749,195.998,16445.201,15433.688,063000,20240409
28.4027,27.4362,29.3693,16445.201,15433.688,060000,20240409
0.0008611,0.000547019,0.00117518,16445.201,15433.688,053000,20240409
0.0,0.0,0.0,16445.201,15433.688,050000,20240409
0.0,0.0,0.0,16445.201,15433.688,043000,20240409
0.0,0.0,0.0,16445.201,15433.689,040000,20240409
